pname
Arlette Marchal
Romaine Callender
Sam Harris
Sarita Wooten
Schuyler Standish
Susanne Leach
Tommy Martin
William Stelling
Ann E. Todd
Ann Gillis
Ann Todd
Anne Howard
Barbara ONeil
Betty Jane Graham
Betty Jean Hainey
Claire Du Brey
Cora Sue Collins
Edward Fielding
Fritz Lieber
George Coulouris
Georgia Caine
Henry Daniell
Ian Keith
Janet Beecher
Jeffrey Lynn
June Lockhart
Madge Crane
Mary Anderson
Peggy Stewart
Richard Nichols
Sibyl Harris
Virginia Weidler
Walter Hampden
Anatole Litvak
Albert Basserman
Albert Bassermann
Alfred Hitchcock
Barbara Boudwin
Barry Bernard
Bert White
Betty Bradley
Bill Gavier
Billy Bester
Billy Horn
Charles Wagenheim
Donald Stuart
Dorothy Vaughan
Douglas Gordon
Eddie Conrad
Edmund Gwenn
Eduardo Ciannelli
Elspeth Dudgeon
Emory Parnell
Ernie Stanton
Frances Carson
Frederick Sewall
George B. French
George Cathrey
George Offerman
George Offerman Jr.
George Sanders
Gertrude W. Hoffman
Gwendolen Logan
Gwendolyn Logan
Hans Von Morhart
Harry Depp
Helena Phillips Evans
Henry Blair
Herbert Marshall
Hermina Milar
Hilda Plowright
Horace B. Carpenter
Jack Alfred
Jack Dawson
Jack Voglin
Jackie McGee
James Finlayson
Jane Novak
Joan Harrison
Joe OBrien
John George
John Meredith
June Heiden
June Novak
Ken Christy
Laraine Day
Lawrence Osman
Louis Borell
Louise Brien
Loulette Sablon
Martin Kosleck
Mary Young
Meeka Aldrich
Paul Sutton
Raymond Severn
Rebecca Bohannen
Richard Hammond
Richard Maibaum
Robert Benchley
Robert C. Fischer
Ronald Brown
Roy Gordon
Sam Adams
Ted Mapes
Ted Offenbecker
Thomas Mizer
Wheaton Chambers
William Yetter Jr.
Willy Castello
Charles Bennett
Adrian Morris
Ben Hall
Cliff Clark
Darryl Hickman
David Hilary Hughes
David Hughes
Dick Rich
Doris Bowden
Dorris Bowdon
Eddie Quillen
Eddy Waller
Frank Faylen
George OHara
Georgia Simmons
Gloria Roy
Harry Tyler
Herbert Heywood
Hollis Jewell
Jane Darwell
John Arledge
John Qualen
Kitty McHugh
Mae Marsh
Norman Willis
O.Z. Whitehead
Paul Guilfoyle
Peggy Ryan
Rex Lease
Robert Buddy Shaw
Shirley Mills
Shirley Muggsy Coates
Ted Oliver
Thornton Edwards
Trevor Bardette
William Haade
William Pawley
Henry Fonda
Nunnally Johnson
Bernard Gorcey
Carter DeHaven
Carter DeHaven Sr.
Chester Conklin
Eddie Gribbon
Esther Michelson
Florence Wright
Henry Bergman
Jack Oakie
Nita Pike
Paulette Goddard
Peter George Lynn
Reginald Gardiner
Rudolph Anders
Charles Chaplin
Charles Chaplin Productions
Billy Elmer
Brooks Benedict
Charles Miller
Charles Quigley
Doodles Weaver
Florence Bates
Frank Milan
Gladys Cooper
Hattie Noel
Howard Entwistle
James Craig
Jane Patten
Joey Ray
Joseph E. Bernard
Julie Carter
K.T. Stevens
Kay Linaker
Mary Treen
Max Davidson
Mel Ruick
Mimi Doyle
Patricia Maier
Ray Teal
Renee Godfrey
Renee Haal
Tom Herbert
Tom Quinn
Walter Sande
Dalton Trumbo
Bruce Lester
Bruce Lister
Elizabeth Earl
Elizabeth Inglis
Frieda Inescort
James Stephenson
Lillian Kemble-Cooper
Otto Hahn
Ottola Nesmith
Pete Katchenaro
Tetsu Komai
Victor Sen Yung
Howard Koch
Argosy-Wanger
Arthur Allen
Dan White
Dix Davis
Doro Merande
Douglas Gardiner
Fay Bainter
Frank Craven
Harry Chandlee
Martha Scott
Philip Wood
Ruth Tobey
Stuart Erwin
Thornton Wilder
Tim Davis
Sol Lesser (production company)
William Holden
Dorothy Fay
Florine McKinney
Helene Whitney
Hillary Brooke
John Halliday
Lionel Pape
Mary Nash
Rex Evans
Robert de Bruce
Roland Young
Russ Clark
Ruth Hussey
Veda Buckland
Waldo Salt
Anna Lee
Arthur Shields
Barry Fitzgerald
Clifford Severn
Dennis Hoey
Ethel Griffies
Evan S. Evans
Eve March
Frederic Worlock
Gibson Gowland
Irving Pichel
James Monks
Mary Field
Maureen OHara
Minta Durfee
Morton Lowry
Pauline Garon
Philip Dunne
Rhys Williams
Richard Fraser
Roddy McDowall
Ruth Clifford
Sara Allgood
The Welsh Singers
Tiny Jones
Richard Llewellyn
Walter Pidgeon
Almira Sessions
Ann Morriss
Charles Arnt
Clinton Rosemond
Fay Holden
George Lessey
John Eldredge
Kathleen Howard
Marc Lawrence
Marsha Hunt
Mary Taylor
Ralph Wheelwright
Theresa Harris
Will Wright
Mervyn LeRoy
Agnes Moorehead
Agnes Morehead
Al Eben
Alan Ladd
Arthur Kay
Arthur OConnell
Benny Rubin
Buddy Swan
Eddie Coke
Edith Evanson
Ellen Lowe
Erskine Sanford
Everett Sloane
Fortunio Bonanova
Georgia Backus
Gus Schilling
Harry Shannon
Herbert Carter
Herbert Corthell
Irving Mitchell
Joan Blair
Joseph Cotten
Louise Currie
Orson Welles
Paul Stewart
Philip Van Zandt
Ray Collins
Robert Dudley
Ruth Warrick
Sonny Bupp
William Alland
Herman J. Mankiewicz
Mercury
Abe Roth
Bert Young
Billy Dawson
Billy Newell
Bobby Larson
Don Costello
Donald MacBride
Douglas Wood
Eddie Bruce
Edmund Elton
Evelyn Keyes
Gerald Pierce
Harry Segall
Joe Conti
Joe Hickey
John Emery
John Kerns
Lloyd Bridges
Rita Johnson
Tom Hanlon
Warren Ashe
William Forrest
Alexander Hall
Arthur Kober
Carl Benton Reid
Charles Dingle
Dan Duryea
Henry Hot Shot Thomas
Hooper Atchley
Jessie Grayson
John Marriott
Kenny Washington
Lew Kelly
Lucien Littlefield
Patricia Collinge
Richard Carlson
Teresa Wright
Terry Nibert
Barton MacLane
Charles Drake
Elisha Cook Jr.
Gladys George
Jerome Cowan
Lee Patrick
Murray Alper
Peter Lorre
Sydney Greenstreet
John Huston
Abe Finkel
Carl Esmond
Charles
Charles Esmond
Clem Bevans
David Bruce
Frank Marlowe
Frank Orth
Frank Wilcox
Gig Young
Guy Wilkerson
Harvey Stephens
Howard Da Silva
James Anderson
Jane Isbell
Jean Del Val
Joseph Sawyer
Joseph W. Girard
Kay Sutton
Lee Lasses White
Lucia Carroll
Margaret Wycherly
Rita La Roy
Robert Porterfield
Roland Drew
Stanley Ridges
Walter Brennan
Abem Finkel
Howard Hawks
Alma Reville
Aubrey Mather
Auriol Lee
Ben Webster
Carol Curtis Brown
Cedric Hardwicke
Clara Reid
Constance Worth
Dame May Whitty
Dorothy Lloyd
Elsie Weller
Faith Brook
Gavin Gordon
Isabel Jeans
Isobel Sedbusk
Maureen Roden-Ryan
Nigel Bruce
Nondas Metcalf
Pax Walker
Reggie Wetherby
Samson Raphaelson
Violet Shelton
Joan Fontaine
Aileen Carlyle
Alice Monk
Bobby Hale
Brenda Forbes
Christopher Severn
Clare Sandars
Clare Sanders
Colin Campbell
Connie Leon
Dan Maxwell
David Dunbar
Edward Cooper
Emerson Fisher-Smith
Eula Morgan
Flo Benson
Frank Baker
Gene Byram
George Froeschel
Gerald Oliver Smith
Guy Bellis
Harold Howard
Helmut Dantine
Henry Wilcoxon
Herbert Clifton
Hugh Greenwood
Irene Denny
John Abbott
John Power
Kitty Watson
Leslie Francis
Leslie Sketchley
Leslie Vincent
Louise M. Bates
Marie de Becker
Paul Scardon
Peter Lawford
Richard Ney
Sidney DAlbrook
St. Lukes Choristers
Stanley Mann
Sybil Bacon
Thomas Lockyear
Thomas Louden
Tom Conway
Virginia Bassett
Vivie Steele
Walter Byron
Ortus
Ann Sheridan
Bertha Powell
Charles Coburn
Dan Jackson
Danny Jackson
Douglas Croft
Douglas Wheat
Eden Gray
Elizabeth Valentine
Erwin Kalser
Fred Kelsey
Hermine Sterler
Ilka Gruning
Joan Duval
Judith Anderson
Julie Warren
Kaaren Verne
Leah Baird
Ludwig Hardt
Ludwig Stossel
Mary Scott
Mary Thomas
Nancy Coleman
Pat Moriarity
Robert Cummings
Thomas W. Ross
Walter S. Baldwin
Anne Baxter
Anne ONeal
Bob Cooper
Bob Pittard
Bobby Cooper
Charles Phipps
Delores Costello
Dolores Costello
Drew Roddy
Edward Howard
Edwin August
Elmer Jerome
J. Louis Johnson
Jack Santoro
James Westerfield
John Elliott
John McGuire
Kathrun Sheldon
Kathryn Sheldon
Lillian Nicholson
Louis Hayward
Maynard Holmes
Mel Ford
Nancy Gates
Nina Guilberg
Nina Guilbert
Olive Ball
Richard Bennett
Sam Rice
William Blees
Anita Bolster
Babe Ruth
Bill Chaney
Bill Dickey
Bill Stern
Billy Roy
Dane Clark
David Holt
David Manley
Edgar Barrier
Elsa Janssen
Fay Thomas
Francis De Sales
Gene Collins
George McDonald
Hardie Albright
Harry Harvey
Jack Shea
Jack Stewart
Janet Chapman
Jimmy Valentine
John Kellogg
Lorna Dunn
Mark Koenig
Max Willenz
Patsy OByrne
Paul Gallico
Ray Noble and Orchestra
Rip Russell
Robert W. Meusel
Robert Winkler
Rosina Galli
Sarah Padden
Tom Neal
Vaughan Glaser
Veloz & Yolanda
Vinton Haworth
Virginia Gilmore
Jo Swerling
Alan Napier
Ann Richards
Arthur Margetson
Arthur Space
Bramwell Fletcher
Charles Waldron
Clement May
David Cavendish
Jill Esmond
Kay Medford
Marta Linden
Norma Varden
Olive Blakeney
Philip Dorn
Susan Peters
Al Ferguson
Al Rhein
Al Seymour
Bill Lally
Charles St. George
Charles T. Perry
Clarence Muse
Clyde Fillmore
Dan Seymour
Dave Harper
Dick Jensen
Don Beddoe
Dorothy Babb
Dutch Hendrian
Eddie Laughton
Edgar Buchanan
Frank M. Thomas
George Hickman
George Watts
Glenda Farrell
Harold Kruger
Herman Marks
Holger Bendixen
Jack Lowe
Jay Guedalia
Joe Cunningham
Joe Garcia
Joe McGuinn
John Shay
Lee Prather
Lelah Tyler
Leonid Kinskey
Leslie Brooks
Lew Davis
Mabel Todd
Max Wagner
Pat McVey
Patrick McVey
Ralph Peters
Ralph Volkie
Rex Ingram
Robert Keats
Roberta Smith
Sidney Harmon
William Gould
Irwin Shaw
Audrey Long
Bill Edwards
Charles Smith
Chester Clute
Dick Chandlee
Dick Wessel
Dolores Moran
Dorothy Kelly
Eddie Acuff
Eddie Foy Jr.
Edmund Joseph
Frances Langford
Francis Pierlot
George Barbier
Georgia Carroll
Hugh MacMullan
Irene Manning
Jack Young
Jeanne Cagney
Jerrie Lynne
Jo Ann Marlowe
Joan Winfield
Joyce Horne
Joyce Reynolds
Leon Belasco
Marijo James
Patsy Lee Parsons
Poppy Wilde
Richard Whorf
Rosemary DeCamp
S.Z. Sakall
Sailor Vincent
Syd Saylor
Vivian Austin
Walter Brooke
Robert Buckner
Alberto Morin
Charles La Torre
Conrad Veidt
Corinna Mura
Curt Bois
Dooley Wilson
George Dee
Hans Heinrich von Twardowski
Henry Rowland
Ingrid Bergman
Joy Page
Leo Mostovoy
Lou Marcelle
Louis Mercier
Madeleine LeBeau
Marcel Dalio
Martin Garralaga
Monte Blue
Oliver Blake
Philip G. Epstein
Richard Ryen
Torben Meyer
William Edmunds
Julius J. Epstein
Adia Kuznetzoff
Akim Tamiroff
Alice Kirby
Antonio Vidal Molina
Armand Roland
Arturo de Córdova
Christopher King
Dick Botiller
Duncan Renaldo
Eric Feldary
Ernesto Morelli
Feodor Chaliapin Jr.
Franco Corsaro
Frank Lackteen
George Sorel
Jack Mylong
John Bleifer
John Mylong
Jose Luis Tortosa
Joseph Calleia
Katina Paxinou
Konstantin Shayne
Leo Bulgakov
Leonid Snegoff
Lilo Yarson
Louise LaPlanche
Luis Roja
Manuel López
Manuel Paris
Marcella Phillips
Marjorie Deanne
Maxine Ardell
Mayo Newhall
Michael Dalmatoff
Michael Visaroff
Mikhail Rasumny
Pedro Regas
Robert Tafur
Tito Renaldo
Trina Varela
Victor Laplace
Victor Varconi
Yvonne De Carlo
Alfred Hall
Allyn Joslyn
Doris Merrick
Gene Tierney
Grayce Hampton
Helene Reynolds
Laird Cregar
Marlene Mains
Michael McLean
Nino Pipitone
Nino Pipitone Jr.
Signe Hasso
Tod Andrews
Trudy Marshall
Adeline de Walt Reynolds
Alan Baxter
Ann Ayars
Barry Nelson
Butch Jenkins
Carl Alfalfa Switzer
Connie Gilchrist
Don DeFore
Don Taylor
Donna Reed
Dorothy Morris
Ernest Whitman
Frank Jenks
Howard Freeman
Howard J. Stevenson
John Craven
Lynne Carver
Mark Daniels
Mary Servoss
Morris Ankrum
Rita Quigley
Robert Mitchum
Van Johnson
Wally Cassell
William Roberts
Clarence Brown
Ann Stephens
Ballard Berkeley
Barbara Waring
Brefni ORourke
Celia Johnson
Chuck Russell
Daniel Massey
Derek Elphinstone
Dora Gregory
Eileen Peel
Frederick Piper
Geoffrey Hibbert
George Carney
Gerald Case
Geraldos Orchestra
Hubert Gregg
James Donald
Jill Stephens
John Boxer
John Varley
Johnnie Schofield
Jonathan Singer
Joyce Carey
Juliet Mills
Kathleen Harrison
Kay Walsh
Kay Young
Kenneth Carten
Kenneth Carton
Lesley Osmond
Leslie Dwyer
Lionel Grose
Michael Whittaker
Michael Wilding
Noel Coward
Norman Pierce
Philip Friend
Richard Attenborough
Robert Moreton
Robert Sansom
Roddy Hughes
Wally Patch
Walter Fitzgerald
David Lean
Two Cities Films
Dickie Myers
Dorothy Gilmore
Elsa Basserman
Eustace Wyatt
Franz Dorfler
Gene Lockhart
George Meader
Gigi Perreau
Guy DEnnery
Harold De Becker
Isabelle Lamore
James Kirkwood
Lisa Golm
Margaret OBrien
Mariska Aldrich
Nestor Eristoff
Noel Mills
Paul H. Rameau
Ruth Cherrington
Teddy Infur
Tony Carson
Victor Francen
Paul Osborn
Ann Savage
Betty McMahan
Betzi Beaton
Bruce Bennett
Byron Shores
David Ward
Don Barclay
Frank LaRue
Frank Ross
George H. Reed
Gladys Blake
Hal Gerard
Harrison Greene
Helen Holmes
Jean Stevens
Lewis R. Foster
Lon Poff
Nancy Gray
Richard Flournoy
Richard Gaines
Robert E. Hill
Robert F. Hill
Shirley Patterson
Stanley Clements
Sugar Geise
Victor Potel
Robert Russell
Alex Papana
Alicia Nicolas Diaz
Alla Nazimova
André Charlot
Anne Revere
Antonio Filauri
Armand Cortez
Arthur Hohl
Charles Bates
Charley Bates
Claudine LeDuc
Curt Furberg
Davison Clark
Dorothy Shearer
Edith Barrett
Edward Clark
Edward Van Sloan
Edythe Elliott
Elvira Curci
Ermadean Walters
Eugene Borden
Fernanda Eliscu
Frank Dae
Frank Leigh
Fred Essler
Geraldine Wall
Harry Denny
Irina Semochenko
Jean De Briac
John Dilson
John Maxwell Hayes
Joyce Ann Miller
Julian Rivero
Lee J. Cobb
Linda Darnell
Lionel Braham
Louis Pacigalupi
Louis V. Arco
Lucille Ward
Manart Kippen
Margaret Hoffman
Marie Carrozza
Marie Pope
Marjorie Copley
Merrill Rodin
Minerva Urecal
Muni Seroff
Nana Bryant
Nestor Paiva
Pat Dillon
Patricia Morison
Ruth Warren
Steve Roberts
Tala Birell
Tom Stevenson
Vincent Price
William Eythe
George Seaton
Jennifer Jones
Alan Hale Jr.
Anthony Caruso
Bill Washington
Donald Buka
Eric Roberts (II)
Glen Cavender
Gretl Dupont
Hans Tanzler
Herma Cordova
Janis Wilson
Joseph DeVillard
Kurt Katch
Michele Fehr
Violet McDowell
William Washington
Herman Shumlin
Frank Butler
Frank Cavett
George Nokes
Hugh Maguire
Jack Norton
James Brown (II)
Jean Heather
Jimmie Dundee
Julie Gibson
Rise Stevens
Sybil Lewis
Thomas P. Dillon
Tom Dillon
William Frawley
Bing Crosby
Frank Corvett
Betty Farrington
Constance Purdy
Dick Rush
Douglas Spencer
Edward G. Robinson
Floyd Schackleford
Floyd Shackelford
George Melford
James Adamson
John Philliber
Judith Gibson
Kernan Cripps
Miriam Franklin
Oscar Smith
Sam Gorlopis
Teala Loring
Tom Powers
William OLeary
Barbara Stanwyck
Raymond Chandler
Alix Terry
Angela Lansbury
Arnold Bennett
Arthur Blake
Arthur Stone
Barbara Everest
Clive Morgan
Edmond Bréon
Elsa Prescott
Emil Rameau
Guy Zanette
Harry Adams
Heather Thatcher
Helen Flint
Jacob Gimpel
John L. Balderston
Joy Harrington
Lawrence Grossmith
Leila Bennett
Lillian Bronson
Maude Fealy
Oliver Simon
Pat Malone
Phyllis Yuse
Ronald Bennett
Terry Moore
John Van Druten
Bertram Warburgh
Craig Reynolds
Doris Dowling
Emmett Vogan
Gene Ashley
Gisela Werbiseck
Harry Barris
Helen Dickson
Jane Wyman
Jayne Hazard
Jerry James
Jess Lee Brooks
John Garris
Lester Sharpe
Lewis L. Russell
Lilian Fontaine
Milton Wallace
Peter Potter
Philip Terry
Theodora Lynch
William Meader
Alex Callam
Carlos Ramirez
Dean Stockwell
Douglas Cowan
Eddie Hall
Frank Sinatra
Henry H. Daniels Jr.
John James
Jose Iturbi
Kathryn Grayson
Leon Ames
Milton Parsons
Pamela Britton
Peggy Maley
Phil Hanna
Rags Ragland
Renie Riano
Sharon McManus
Sondra Rodgers
Steve Brodie
Tom Trout
William Bill Phillips
Gene Kelly
George Sidney
Isobel Lennart
Rainbow Productions
Angela Greene
Ann Blyth
Barbara Brown
Betty Alexander
Bob Locke Lorraine
Butterfly McQueen
Charles Jordan
Clancy Cooper
David Cota
Don Grant
Doria Caron
Elyse Brown
George Anderson
Helen Pender
Jack OConnor
James Lono
Jean Lorraine
Joan Wardley
John Christian
John Compton
John OConnor
John P. Trowbridge
John Sheridan
Larry Rio
Lynne Baggett
Marion Lessing
Marjorie Babe Kane
Mary Ellen Meyran
Paul Panzer
Perk Lazello
Ramsay Ames
Richard Kipling
Robert Arthur
Robert Evans
Robert Locke Lorraine
Veda Ann Borg
William Alcorn
William H. Ruhl
Zachary Scott
Ranald MacDougall
Blake Edwards
Cathy ODonnell
Dana Andrews
Dean White
Harold Russell
Hoagy Carmichael
Howland Chamberlain
Howland Chamberlin
Marlene Aames
Michael Hall
Norman Phillips
Ralph Sanford
Robert Karnes
Steve Cochran
Victor Cutler
Virginia Mayo
Robert E. Sherwood
Argentina Brunetti
Bert Moorhouse
Carol Coombs
Danny Mummert
Eddie Featherston
Ellen Corby
Gloria Grahame
Harold Landon
Harry V. Cheshire
Jean Gale
Jeanine Anne Roose
Jim Hawkins
Karolyn Grimes
Lillian Randolph
Marian Carr
Mark Roberts
Ray Walker
Robert Anderson
Robert Peyton
Ronnie Ralph
Sheldon Leonard
Todd Karns
Virginia Patton
Liberty Films
Adele St. Maur
Albert Petit
Albert Pollet
Betty Lou Volder
Blanche Taylor
Bud Wolfe
Clifton Webb
Cobina Wright Sr.
Demetrius Alexis
Dorothy Abbott
Eddie Das
Forbes Murray
Frances Morris
Frances Rey
Frank Arnold
Frank Latimore
Fred Farrell
Fritz Kortner
Gale Entrekin
Gerald Echeverria
Greta Granstedt
Harry Pilcer
Hassan Khayyam
Helen Pasquelle
Henri Letondal
John Wengraf
Joseph Burlando
Juan Duval
Laura Stevens
Lillian Stanford
Louis Bacigalupi
Marcel de la Brosse
Marge Pemberton
Marie Rabasse
Mary Brewer
Mme. Louise Colombet
Noel Cravat
Patti Behrs
Peggy ONeill
Ray de Ravenne
Renee Carson
Richard Shaw
Robert Laurent
Robert Norwood
Roger Valmy
Ross Tompson
Shushella Shakari
Sol (Saul) Gorss
Stanislas Bielski
Susan Hartmann
Suzanne OConnor
Walter Bonn
Chick York
Chill Wills
Claude Jarman Jr.
Donn Gift
Forrest Tucker
Frank Eldredge
George Mann
Houseley Stevenson Sr.
Jane Green
Jeff York
Joan Wells
Matt Willis
Gregory Peck
Albert Dekker
Celeste Holm
Curt Conway
Dorothy McGuire
Gene Nelson
Harold Vermilyea
Howard Negley
Jesse White
John Garfield
John Newland
June Havoc
Kathleen Lockhart
Louise Lorimer
Marilyn Monk
Marion Marshall
Mauritz Hugo
Morgan Farley
Nicholas Joy
Olive Carey
Olive Deering
Ransom Sherman
Roy Roberts
Virginia Gregg
Wilton Graff
Elia Kazan
Moss Hart
Allan Ray
Bill Nind
Carl Faulkner
Don Cadell
George Turner
Jacqueline White
Jay Norris
Kenneth MacDonald
Lex Barker
Marlo Dwyer
Paul Kelly
Richard Benedict
Richard Powers
Robert Bray
Robert Ryan
Sam Levene
Tom Keene
William Phipps
Edward Dmytryk
John Paxton
Robert Young
J. Arthur Rank-Cineguild
Alvin Greenman
Alvin Hammer
Anne Staunton
Anthony Sydes
Basil Walker
Guy Thomajan
Harry Antrim
Herbert Heyes
Ida McGuire
Jack Albertson
James Seay
Jean ODonnell
Jeff Corey
Joseph McInerney
Lela Bliss
Marlene Lyden
Natalie Wood
Patty Smith
Percy Helton
Philip Tonge
Richard Irving
Robert Gist
Robert Hyatt
Robert Lynn
Snub Pollard
Teddy Driver
Thelma Ritter
Alan Dent
Anthony Bushell
Anthony Quayle
Basil Sydney
Christopher Lee
Eileen Herlie
Esmond Knight
Harcourt Williams
Jean Simmons
John Gielgud
John Laurie
Niall MacGinnis
Norman Wooland
Patrick Macnee
Patrick Troughton
Peter Cushing
Russell Thorndike
Stanley Holloway
Terence Morgan
Tony Tarver
J. Arthur Rank-Two Cities Films
Barbara Bates
Blayney Lewis
Charles Horvath
Douglas Kennedy
Ida Moore
Irma von Cube
James Craven
Jan Sterling
Jeff Richards
Lew Ayres
Mabel Paige
Ray Montgomery
Richard Walsh
Rosalind Ivan
Stephen McNally
Allen Vincent
Jean Negulesco
Anton Walbrook
Bill Shine
Denis Carey
Emeric Pressburger
Eric Berry
George Woodbridge
Gordon Littman
Guy Massey
