"name","dept","area","count","adjustedcount","year"
Arvind Krishnamurthy,University of Washington,sigcomm,3.0,0.44444,2012
Martin Farach-Colton,Rutgers University,fast,1.0,0.090909,2017
Pangfeng Liu,National Taiwan University,ics,1.0,0.2,2014
David A. McAllester,TTI Chicago,nips,1.0,0.5,2002
Shuai Ma 0001,Beihang University,icde,2.0,0.33333,2018
John Kim,KAIST,isca,3.0,0.7,2009
Michael A. Bender,Stony Brook University,stoc,1.0,0.2,1998
Duncan J. Watts,University of Pennsylvania,www,1.0,0.25,2010
Ting Liu 0001,Harbin Institute of Technology,emnlp,3.0,0.61667,2018
Jinwoo Shin,KAIST,cvpr,1.0,0.16667,2018
J. J. Garcia-Luna-Aceves,Univ. of California - Santa Cruz,sigcomm,1.0,0.125,1983
Liam Roditty,Bar-Ilan University,focs,1.0,0.33333,2012
Junchi Yan,Shanghai Jiao Tong University,iccv,2.0,0.33333,2015
Amy P. Felty,University of Ottawa,lics,1.0,1.0,1993
Michael S. Ryoo,Stony Brook University,icra,1.0,0.25,2017
Feiping Nie 0001,NWPU,icde,1.0,0.25,2011
Richard S. Zemel,Columbia University,nips,1.0,0.33333,1991
Changxi Zheng,Columbia University,chiconf,1.0,0.25,2021
Sungjoo Yoo,Seoul National University,hpca,1.0,0.33333,2014
Andrew McCallum,University of Massachusetts Amherst,kdd,1.0,0.083333,2021
Jose Dolz,ETS Montreal,nips,1.0,0.16667,2020
Baba C. Vemuri,University of Florida,eccv,1.0,0.33333,1994
Keith Marzullo,University of Maryland - College Park,usenixatc,1.0,0.2,2005
Gunter Saake,University of Magdeburg,icse,1.0,0.14286,2012
Jeff Huang 0001,Texas A&M University,oakland,1.0,0.25,2018
Jianxin Wu,Nanjing University,aaai,1.0,0.125,2018
Sungjoo Yoo,Seoul National University,isca,2.0,0.45,2015
Xiangqian Wu 0002,Harbin Institute of Technology,cvpr,1.0,0.5,2021
Min-Soo Kim 0002,KAIST,kdd,1.0,0.5,2018
Chao Zhang 0014,Georgia Institute of Technology,naacl,1.0,0.16667,2021
Shashi Shekhar,University of Minnesota,icde,1.0,0.2,2007
Michael P. Wellman,University of Michigan,ec,3.0,0.91667,2006
Duanqing Xu,Zhejiang University,eccv,1.0,0.25,2014
Madhusudhan Govindaraju,Binghamton University,sc,1.0,0.2,2000
Yao Guo 0001,Peking University,ubicomp,1.0,0.33333,2016
Nathan Beckmann,Carnegie Mellon University,isca,1.0,0.33333,2017
Kenneth Y. Goldberg,Univ. of California - Berkeley,iros,1.0,0.14286,2016
Dina Katabi,Massachusetts Institute of Technology,mobicom,2.0,0.75,2014
Alok N. Choudhary,Northwestern University,acl,1.0,0.16667,2015
Alberto L. Sangiovanni-Vincentelli,Univ. of California - Berkeley,cav,2.0,0.75,1992
Wulfram Gerstner,EPFL,nips,1.0,0.33333,1998
Qiong Luo 0001,HKUST,sigmod,1.0,0.25,2006
Dina Katabi,Massachusetts Institute of Technology,imc,1.0,0.2,2004
Wolfram Burgard,University of Freiburg,icra,5.0,1.2333,2019
Sethu Vijayakumar,University of Edinburgh,iros,6.0,1.4095,2020
Frank Vahid,Univ. of California - Riverside,dac,1.0,0.25,1998
Venkatesan Guruswami,Carnegie Mellon University,stoc,2.0,0.75,2007
Gopal Pandurangan,University of Houston,focs,1.0,0.2,2015
Shlomo Zilberstein,University of Massachusetts Amherst,aaai,3.0,1.0833,2017
Bo Cheng 0001,BUPT,emnlp,1.0,0.33333,2021
Karl Stratos,Rutgers University,acl,2.0,0.66667,2017
Joseph Gonzalez 0001,Univ. of California - Berkeley,emnlp,1.0,0.16667,2021
Vivienne Sze,Massachusetts Institute of Technology,icra,2.0,0.45,2019
Richard Mayr,University of Edinburgh,lics,1.0,0.33333,2009
Vijay Kumar 0001,University of Pennsylvania,cvpr,1.0,0.33333,2004
Joseph Naor,Technion,stoc,1.0,0.5,2005
Salvatore J. Stolfo,Columbia University,kdd,1.0,0.5,1995
Alan S. Willsky,Massachusetts Institute of Technology,cvpr,2.0,0.375,2001
Qixing Huang,University of Texas at Austin,siggraph,1.0,0.33333,2015
HweeHwa Pang,Singapore Management University,sigir,1.0,0.2,2010
Amir Kafshdar Goharshady,HKUST,pldi,2.0,0.4,2021
Nikil D. Dutt,Univ. of California - Irvine,iccad,1.0,0.33333,1997
Aaron Roth 0001,University of Pennsylvania,stoc,2.0,0.83333,2013
Leonard McMillan,University of North Carolina,siggraph,1.0,0.5,2005
Tianbao Yang,University of Iowa,icml,2.0,0.45,2021
Robert Xiao,University of British Columbia,uist,1.0,0.33333,2012
Karl Crary,Carnegie Mellon University,popl,1.0,0.33333,1999
Krzysztof Z. Gajos,Harvard University,chiconf,2.0,0.5,2012
Thomas E. Anderson,University of Washington,sigmetrics,1.0,0.33333,1992
Umut A. Acar,Carnegie Mellon University,asplos,1.0,0.2,2015
Philipp Jovanovic,University College London,usenixsec,1.0,0.125,2017
Christopher Raphael,Indiana University,icml,1.0,1.0,2010
Seth J. Teller,Massachusetts Institute of Technology,rss,1.0,0.33333,2007
Noam Nisan,Hebrew University of Jerusalem,wine,1.0,0.33333,2016
Mark Oskin,University of Washington,isca,1.0,0.071429,2021
Greg Turk,Georgia Institute of Technology,vis,1.0,0.5,1998
Jian-Huang Lai,Sun Yat-sen University,aaai,2.0,0.4,2018
Julián Urbano,TU Delft,sigir,1.0,0.5,2018
João Costa Seco,Universidade NOVA de Lisboa,popl,1.0,0.5,2013
Andrew H. Fagg,University of Oklahoma,icra,1.0,0.25,1991
Jian Pei,Simon Fraser University,kdd,2.0,0.66667,2005
Suman Jana,Columbia University,nips,1.0,0.2,2018
K. Madhava Krishna,IIIT Hyderabad,iros,4.0,0.9,2018
Joseph R. Cavallaro,Rice University,icra,1.0,0.33333,1994
Robin Cohen,University of Waterloo,aaai,1.0,0.5,2007
Yuval Rabani,Hebrew University of Jerusalem,soda,1.0,0.33333,2021
Amir Houmansadr,University of Massachusetts Amherst,ndss,1.0,0.5,2021
Soheil Feizi,University of Maryland - College Park,iccv,1.0,0.33333,2019
Song Chong,KAIST,mobisys,1.0,0.14286,2015
Yifan Sun 0001,Stony Brook University,cvpr,1.0,0.2,2018
Barton P. Miller,University of Wisconsin - Madison,aaai,1.0,0.25,2008
Emily Whiting,Boston University,uist,1.0,0.14286,2017
Chao Qian 0001,Nanjing University,nips,1.0,0.33333,2015
Mathieu Desbrun,California Institute of Technology,siggraph-asia,1.0,0.25,2012
L. Darrell Whitley,Colorado State University,aaai,1.0,0.33333,2004
Dietrich Klakow,Saarland University,acl,1.0,0.5,2006
Peter Müller 0001,ETH Zurich,oopsla,1.0,0.33333,2014
Gedas Bertasius,University of North Carolina,icml,1.0,0.33333,2021
Xiao Wang 0012,Northwestern University,usenixsec,1.0,0.2,2021
Eric Price,University of Texas at Austin,icml,2.0,0.45,2021
Jan Jürjens,University of Koblenz-Landau,icse,1.0,1.0,2005
Volker Rodehorst,Bauhaus University Weimar,cvpr,1.0,0.25,2007
Anastasia Ailamaki,EPFL,vldb,2.0,0.45833,2007
Kevin W. Bowyer,University of Notre Dame,iccv,1.0,0.33333,1990
Hao Wang 0014,Rutgers University,icml,2.0,0.58333,2020
Nicu Sebe,University of Trento,cvpr,3.0,0.55952,2016
Tal Malkin,Columbia University,eurocrypt,1.0,0.2,2001
Kotagiri Ramamohanarao,University of Melbourne,icde,2.0,0.58333,2019
Nathan R. Sturtevant,University of Alberta,ijcai,2.0,1.0,2016
Piotr Indyk,Massachusetts Institute of Technology,www,1.0,0.25,2002
Quanquan Gu,Univ. of California - Los Angeles,icml,6.0,1.7833,2018
Junyuan Xie,Nanjing University,aaai,1.0,0.2,2017
Christopher Ré,Stanford University,isca,1.0,0.25,2017
Wolfgang Schröder-Preikschat,University of Erlangen–Nuremberg,eurosys,1.0,0.125,2012
Louis-Philippe Morency,Carnegie Mellon University,eccv,2.0,0.36111,2020
Yanxi Liu,Pennsylvania State University,cvpr,2.0,0.75,2013
Joachim Hertzberg,University of Osnabrück,icra,1.0,0.2,2004
Gene Tsudik,Univ. of California - Irvine,ccs,1.0,0.33333,2007
Matthias Felleisen,Northeastern University,ase,1.0,0.25,2001
Hari Balakrishnan,Massachusetts Institute of Technology,sosp,1.0,0.25,1999
Hamid Sarbazi-Azad,IPM,dac,1.0,0.33333,2016
Julie Porteous,RMIT University,aaai,1.0,0.25,2020
Sarit Kraus,Bar-Ilan University,ijcai,1.0,0.5,1993
Kyunghyun Cho,New York University,icml,2.0,0.375,2015
Ivan Laptev,Ecole Normale Superieure,cvpr,2.0,0.75,2014
Andreas Birk 0002,Jacobs University Bremen,iros,2.0,0.83333,2016
Allan D. Jepson,University of Toronto,cvpr,1.0,0.14286,2019
Ignacio Cascudo,IMDEA Software Institute,eurocrypt,1.0,0.25,2008
Pedro Fonseca 0001,Purdue University,nsdi,1.0,0.2,2009
Nick Nikiforakis,Stony Brook University,ccs,1.0,0.33333,2020
Weinan Zhang 0003,Harbin Institute of Technology,ijcai,1.0,0.25,2017
Michael C. Huang 0001,University of Rochester,isca,1.0,0.5,2017
Westley Weimer,University of Michigan,siggraph-asia,1.0,0.25,2011
Fei Sha,University of Southern California,ijcai,1.0,0.25,2019
Trevor Darrell,Univ. of California - Berkeley,icra,4.0,0.84286,2021
Thang N. Dinh,Virginia Commonwealth University,mobicom,1.0,0.076923,2019
Masanori Hashimoto,Osaka University,iccad,1.0,0.33333,2015
Martina Maggio,Saarland University,fse,1.0,0.25,2017
Jessica K. Hodgins,Carnegie Mellon University,icra,1.0,1.0,1994
David P. Woodruff,Carnegie Mellon University,nips,7.0,2.0333,2019
Amir Houmansadr,University of Massachusetts Amherst,pets,1.0,0.5,2017
Yu Sun 0004,University of South Florida,icra,2.0,1.0,2008
Chuxu Zhang,Brandeis University,kdd,2.0,0.34286,2019
Tina Eliassi-Rad,Northeastern University,www,1.0,0.2,2018
Amit Sahai,Univ. of California - Los Angeles,crypto,3.0,0.78333,2019
Sanjam Garg,Univ. of California - Berkeley,eurocrypt,2.0,0.7,2014
Leonidas J. Guibas,Stanford University,siggraph,1.0,0.25,1988
Michael Neff,Univ. of California - Davis,chiconf,1.0,0.5,2018
Robert S. Boyer,University of Texas at Austin,ijcai,1.0,0.5,1973
Earl T. Barr,University College London,issta,1.0,0.2,2015
Lina Yao,UNSW,ubicomp,1.0,0.16667,2016
Marc Sebban,Université Jean Monnet,nips,1.0,0.33333,2016
Vladimir Kolmogorov,IST Austria,iccv,2.0,0.75,2013
Ivan Visconti,University of Salerno,crypto,1.0,0.25,2016
Soteris Demetriou,Imperial College London,sensys,1.0,0.2,2017
Shigeru Chiba,University of Tokyo,issta,1.0,0.33333,2015
Sarit Kraus,Bar-Ilan University,icml,1.0,0.2,2020
Sven Apel,Saarland University,fse,2.0,0.45,2021
Dejing Dou,University of Oregon,naacl,1.0,0.5,2015
Ido Dagan,Bar-Ilan University,acl,1.0,0.5,2000
Thomas A. Henzinger,IST Austria,focs,1.0,0.33333,1995
Mikkel Thorup,University of Copenhagen,soda,1.0,0.5,2007
Bhavana Kanukurthi,IISc Bangalore,eurocrypt,1.0,0.5,2009
Samet Oymak,Univ. of California - Riverside,icml,1.0,0.5,2019
Qingming Huang,Chinese Academy of Sciences,iccv,3.0,0.66667,2019
Anil K. Jain 0001,Michigan State University,iccv,1.0,0.5,2019
Paul Tennent,University of Nottingham,chiconf,2.0,0.45,2019
Joseph Y. Halpern,Cornell University,aaai,1.0,0.33333,1998
John Hughes,Chalmers/GU,icra,1.0,0.2,1988
Z. Morley Mao,University of Michigan,eurosys,1.0,0.2,2019
Zsolt Kira,Georgia Institute of Technology,iros,1.0,0.25,2021
Ronald G. Dreslinski,University of Michigan,hpca,1.0,0.1,2018
Mark W. Newman,University of Michigan,chiconf,1.0,0.25,2003
Joseph M. Hellerstein,Univ. of California - Berkeley,uist,1.0,0.33333,2012
Filippo Menczer,Indiana University,icml,1.0,1.0,1997
Svetlana Lazebnik,Univ. of Illinois at Urbana-Champaign,eccv,2.0,0.6,2010
David F. Fouhey,University of Michigan,iccv,1.0,0.33333,2013
Changxi Zheng,Columbia University,siggraph-asia,1.0,0.16667,2014
Alexandre M. Bayen,Univ. of California - Berkeley,icra,1.0,0.33333,2018
Yuval Ishai,Technion,crypto,3.0,0.91667,2018
Sang Kil Cha,KAIST,icse,1.0,0.2,2016
Edward Johns,Imperial College London,iros,2.0,0.83333,2021
Serge Abiteboul,Ecole Normale Superieure de Cachan,pods,1.0,0.5,2013
Dina Katabi,Massachusetts Institute of Technology,chiconf,1.0,0.2,2015
Matt Blaze,Georgetown University,usenixsec,1.0,0.5,1993
Lawrence Carin,Duke University,emnlp,2.0,0.5,2018
Krishna V. Palem,Rice University,stoc,1.0,0.33333,1990
Vijaya Ramachandran,University of Texas at Austin,soda,1.0,0.5,2006
Vicente Ordonez,Rice University,nips,1.0,0.33333,2011
Heng Ji,Univ. of Illinois at Urbana-Champaign,acl,2.0,0.39286,2020
Jürgen Teich,University of Erlangen–Nuremberg,emsoft,1.0,0.2,2008
Diogo Barradas,University of Waterloo,pets,1.0,0.33333,2017
Thomas Hofmann,ETH Zurich,eccv,1.0,0.33333,2020
Robert D. Kleinberg,Cornell University,ec,1.0,0.2,2011
Sebastian Fischmeister,University of Waterloo,rtas,1.0,0.33333,2017
Alvin R. Lebeck,Duke University,asplos,1.0,0.25,2002
Raymond J. Mooney,University of Texas at Austin,aaai,1.0,0.33333,2005
Yoav Goldberg,Bar-Ilan University,naacl,1.0,0.33333,2016
C.-C. Jay Kuo,University of Southern California,aaai,1.0,0.1,2021
Kun Zhang 0001,Carnegie Mellon University,nips,1.0,0.25,2017
Alexei A. Efros,Univ. of California - Berkeley,aaai,1.0,0.5,2007
Yanhong A. Liu,Stony Brook University,cav,1.0,0.5,1998
Jonathan Richard Shewchuk,Univ. of California - Berkeley,hpca,1.0,0.33333,1998
Harrie Oosterhuis,Radboud University,sigir,1.0,0.5,2018
Enhong Chen,USTC,www,1.0,0.2,2009
Martin Odersky,EPFL,popl,1.0,1.0,1991
Victor Vianu,Univ. of California - San Diego,pods,1.0,0.5,2002
Tok Wang Ling,National University of Singapore,icde,1.0,0.14286,2012
Kurt Rothermel,University of Stuttgart,ubicomp,2.0,0.58333,2012
Anton Wijs,TU Eindhoven,cav,1.0,0.5,2017
Adam Belay,Massachusetts Institute of Technology,nsdi,2.0,0.36667,2019
Yves Robert,Ecole Normale Superieure de Lyon,sc,1.0,0.25,2019
Otmar Hilliges,ETH Zurich,siggraph-asia,1.0,0.16667,2015
C. Lee Giles,Pennsylvania State University,nips,1.0,0.33333,1987
David M. J. Tax,TU Delft,ubicomp,1.0,0.33333,2021
Mario Linares-Vásquez,Universidad de los Andes,icse,1.0,0.16667,2017
Rasmus Kyng,ETH Zurich,stoc,1.0,0.25,2018
Christopher G. Healey,North Carolina State University,vis,1.0,0.25,2007
Xiaojun Wan 0001,Peking University,acl,3.0,0.91667,2017
Luc De Raedt,KU Leuven,icml,2.0,0.66667,1998
Xiao Zhang 0001,Renmin University of China,icde,1.0,0.125,2021
Qi Zhang 0001,Fudan University,ijcai,1.0,0.16667,2020
Jingwen Leng,Shanghai Jiao Tong University,hpca,1.0,0.33333,2015
Xiaolin Zheng,Zhejiang University,ijcai,1.0,0.25,2018
Kaveh Razavi,ETH Zurich,usenixsec,2.0,0.5,2018
Ullrich Köthe,Heidelberg University,eccv,1.0,0.25,2016
Kayvon Fatahalian,Stanford University,cvpr,1.0,0.2,2021
Shin Yoo,KAIST,issta,1.0,0.5,2007
Haitham Hassanieh,Univ. of Illinois at Urbana-Champaign,soda,1.0,0.25,2013
Jason Eisner,Johns Hopkins University,acl,1.0,0.5,2005
Isil Dillig,University of Texas at Austin,ccs,1.0,0.33333,2015
Gerhard Brewka,University of Leipzig,aaai,1.0,0.33333,2005
Gregory D. Hager,Johns Hopkins University,cvpr,1.0,0.25,2008
Razvan C. Bunescu,UNC - Charlotte,fse,1.0,0.33333,2014
Gabriel Ghinita,University of Massachusetts Boston,icde,1.0,0.33333,2021
Xinchao Wang,Stevens Institute of Technology,aaai,5.0,1.1012,2021
Xiaoming Liu 0002,Michigan State University,cvpr,4.0,1.2333,2018
Yu Sun 0004,University of South Florida,icra,1.0,0.33333,2021
Tibor Jager,University of Wuppertal,crypto,1.0,0.5,2018
Akash Kumar 0001,TU Dresden,dac,1.0,0.33333,2020
Ulrike Thomas,TU Chemnitz,iros,1.0,0.5,2001
Amal Ahmed,Northeastern University,icfp,1.0,0.33333,2005
Tien-Fu Chen,National Chiao Tung University,sc,1.0,0.5,2001
Lars Birkedal,Aarhus University,lics,1.0,0.33333,2009
Sophie Jörg,Clemson University,vr,1.0,0.125,2019
Hyung Jin Chang,University of Birmingham,cvpr,4.0,0.79167,2021
Premkumar T. Devanbu,Univ. of California - Davis,icse,1.0,0.33333,1997
Umang Mathur 0001,National University of Singapore,lics,1.0,0.33333,2020
Alexander Egyed,JKU Linz,ase,1.0,0.33333,2016
Somesh Jha,University of Wisconsin - Madison,ndss,2.0,0.66667,2004
Marcus Frean,Victoria University of Wellington,nips,1.0,0.5,2004
Pinyan Lu,SUFE,soda,2.0,0.58333,2021
Peter Widmayer,ETH Zurich,pods,1.0,0.33333,1984
Rahul C. Basole,Georgia Institute of Technology,vis,1.0,0.25,2018
Amir Globerson,Tel Aviv University,nips,1.0,0.5,2006
Gustavo Carneiro,University of Adelaide,cvpr,1.0,0.5,2004
Zhijun Li 0002,Harbin Institute of Technology,mobicom,1.0,0.5,2017
Steve Zdancewic,University of Pennsylvania,oopsla,1.0,0.16667,2013
Xin Wang 0061,Univ. of California - Santa Cruz,iccv,1.0,0.16667,2019
Justin Cappos,New York University,nsdi,1.0,0.5,2008
Jianguo Xiao,Peking University,ijcai,1.0,0.5,2009
Thomas Fritz 0001,University of Zurich,icse,1.0,0.2,2014
David Walker,Princeton University,icfp,2.0,0.39286,2011
Mark D. Gross,University of Colorado Boulder,chiconf,1.0,0.125,2020
Jianguo Xiao,Peking University,ijcai,1.0,0.33333,2017
Shuqiang Jiang,Chinese Academy of Sciences,ijcai,1.0,0.16667,2021
Xipeng Shen,North Carolina State University,asplos,2.0,0.53333,2014
Robert K. Harle,University of Cambridge,ubicomp,1.0,0.5,2009
Nicola Dell,Cornell University,chiconf,3.0,0.78333,2021
Tommi S. Jaakkola,Massachusetts Institute of Technology,icml,2.0,0.75,2014
Florian 'Floyd' Mueller,Monash University,ubicomp,1.0,0.5,2013
Lubomir F. Bic,Univ. of California - Irvine,sc,1.0,0.33333,1989
Christian S. Jensen,Aalborg University,vldb,3.0,1.0,2010
Saman P. Amarasinghe,Massachusetts Institute of Technology,oopsla,1.0,0.2,2019
Klaus Mueller,Stony Brook University,vis,2.0,0.53333,2012
Vasileios Giotsas,Lancaster University,imc,1.0,0.25,2014
Zhiwu Lu 0001,Renmin University of China,aaai,1.0,0.2,2015
John F. Canny,Univ. of California - Berkeley,usenixsec,1.0,0.25,2010
Rym Zalila-Wenkstern,University of Texas at Dallas,icse,1.0,0.33333,1994
Kim Marriott,Monash University,vis,1.0,0.33333,2006
Nathan R. Sturtevant,University of Alberta,aaai,2.0,0.58333,2011
Konrad Rieck,TU Braunschweig,nips,1.0,0.33333,2006
Xin Yi 0001,Tsinghua University,ubicomp,2.0,0.36667,2017
John F. Canny,Univ. of California - Berkeley,uist,1.0,0.33333,2006
Jon Crowcroft,University of Cambridge,www,1.0,0.33333,2014
Louis I. Steinberg,Rutgers University,aaai,1.0,1.0,1987
Alan Borning,University of Washington,chiconf,2.0,0.7,2012
Yalin Wang 0001,Arizona State University,vis,1.0,0.25,2004
Florian Alt,Bundeswehr University Munich,chiconf,2.0,0.36667,2019
Walter J. Scheirer,University of Notre Dame,cvpr,1.0,0.2,2019
Maciej Liskiewicz,University of Lübeck,ijcai,1.0,0.33333,2015
Takeo Igarashi,University of Tokyo,siggraph,1.0,0.25,2017
Rama Chellappa,Johns Hopkins University,cvpr,5.0,1.6167,2013
Philippe Bonnet,IT University of Copenhagen,vldb,1.0,0.5,2005
Karl N. Levitt,Univ. of California - Davis,usenixsec,1.0,0.5,1996
Roberto Manduchi,Univ. of California - Santa Cruz,eccv,1.0,0.5,2010
Mark Steedman,University of Edinburgh,emnlp,1.0,0.5,2013
Jesse Davis,KU Leuven,icml,1.0,0.5,2006
Robert B. Fisher,University of Edinburgh,eccv,2.0,1.5,1994
Allan Hanbury,TU Wien,sigir,1.0,0.33333,2015
Leonard M. Adleman,University of Southern California,stoc,1.0,1.0,1983
Moinuddin K. Qureshi,Georgia Institute of Technology,hpca,1.0,0.33333,2013
Yu Sun 0004,University of South Florida,iros,1.0,0.5,2014
K. Madhava Krishna,IIIT Hyderabad,iros,5.0,0.87063,2021
Yanghua Xiao,Fudan University,ijcai,2.0,0.34091,2019
David J. Fleet,University of Toronto,cvpr,1.0,0.25,1992
Mark Johnson 0001,Macquarie University,cvpr,2.0,0.25397,2018
Thomas Brox,University of Freiburg,cvpr,2.0,0.39286,2013
Parke Godfrey,York University,icde,1.0,0.2,2009
Jignesh M. Patel,University of Wisconsin - Madison,vldb,1.0,0.5,2015
Linpeng Huang,Shanghai Jiao Tong University,aaai,2.0,0.58333,2018
Rong Chen 0001,Shanghai Jiao Tong University,sosp,1.0,0.2,2015
Pierre McKenzie,University of Montreal,lics,1.0,0.33333,1999
Xin Wang 0019,Tsinghua University,icml,1.0,0.2,2019
Ivan Titov,University of Edinburgh,naacl,1.0,0.5,2015
Russell Impagliazzo,Univ. of California - San Diego,soda,1.0,0.5,2001
Willem Visser,Stellenbosch University,issta,1.0,0.33333,2012
Nickolai Zeldovich,Massachusetts Institute of Technology,usenixatc,1.0,0.5,2013
Aravind Sukumaran-Rajam,Washington State University,sc,1.0,0.25,2020
Elmar Tischhauser,University of Marburg,eurocrypt,1.0,0.25,2015
Alin Albu-Schäffer,TU Munich,iros,2.0,0.26667,2020
Philip J. Guo,Univ. of California - San Diego,chiconf,2.0,1.25,2018
Tova Milo,Tel Aviv University,sigmod,1.0,0.5,1993
Jussi Rintanen,Aalto University,aaai,1.0,1.0,2011
Zhi-Hua Zhou,Nanjing University,icml,2.0,1.0,2017
Kenneth Y. Goldberg,Univ. of California - Berkeley,iros,1.0,0.2,2005
Ekaterina Shutova,University of Amsterdam,naacl,1.0,0.33333,2016
Kelly Caine,Clemson University,chiconf,1.0,0.25,2020
Yang Liu 0003,Nanyang Technological University,issta,2.0,0.33333,2020
Markus Brill,TU Berlin,ijcai,1.0,0.2,2017
Matei Zaharia,Stanford University,sosp,2.0,0.41667,2013
Hideo Saito,Keio University,cvpr,1.0,0.5,2007
Jian-Huang Lai,Sun Yat-sen University,iccv,1.0,0.16667,2015
Kai Shen,University of Rochester,fast,2.0,0.83333,2005
Enrico Rukzio,University of Ulm,uist,1.0,0.33333,2011
Zhiting Hu,Univ. of California - San Diego,sigmod,1.0,0.25,2015
Jonathan Schaeffer,University of Alberta,aaai,1.0,0.25,2007
Amir Globerson,Tel Aviv University,acl,1.0,0.33333,2012
Marco Gaboardi,Boston University,popl,2.0,0.4,2017
Ligang Liu,USTC,siggraph,1.0,0.125,2013
Michal Feldman,Tel Aviv University,ec,2.0,0.58333,2005
Apu Kapadia,Indiana University,ccs,1.0,0.25,2008
Amélie Marian,Rutgers University,vldb,1.0,0.2,2005
Uwe Röhm,University of Sydney,icde,1.0,0.25,2008
Kaili Zhao,BUPT,cvpr,1.0,0.33333,2018
Jaegul Choo,KAIST,aaai,1.0,0.16667,2017
David P. Williamson,Cornell University,stoc,1.0,0.25,1993
Anthony R. Dick,University of Adelaide,iccv,1.0,0.16667,2017
Youhui Zhang,Tsinghua University,micro,1.0,0.125,2016
Kent E. Seamons,Brigham Young University,www,1.0,0.33333,2015
Tolga Tasdizen,University of Utah,iccv,1.0,0.33333,1998
